ID,Name,Slug,Parent,Description,Count,"Thumbnail URL"
113,"New York Islanders (NHL)",new-york-islanders,23,"New York Islanders rings and other merchandise",5,
460,"New York Jets",new-york-jets-nfl-team,423,Jets,0,
114,"New York Jets (NFL)",new-york-jets,23,"New York Jets rings and other merchandise",1,
550,"New York Knicks",nyc-knicks-nba-team,424,Knicks,3,
115,"New York Knicks (NBA)",new-york-knicks,23,"New York Knicks rings and other merchandise",3,
511,"New York Mets",ny-mets-mlb-team,416,Mets,3,
116,"New York Mets (MLB)",new-york-mets,23,"New York Mets rings and other merchandise",3,
530,"New York Rangers",nyc-rangers-nhl-team,431,Rangers,5,
117,"New York Rangers (NHL)",new-york-rangers,23,"New York Rangers rings and other merchandise",6,
496,"New York Yankees",nyc-yankees-mlb-team,413,Yankees,33,
118,"New York Yankees (MLB)",new-york-yankees,23,"New York Yankees rings and other merchandise",33,
418,"NFC East",nfl-national-football-conference-east,18,"Everything Dallas Cowboys, Philadelphia Eagles, Washington Commanders, New York Giants",19,
417,"NFC North",nfl-national-football-conference-north,18,"Everything Green Bay Packers, Minnesota Vikings, Chicago Bears, Detroit Lions",6,
478,"NFC South",nfl-national-football-conference-west-nfl-superbowl-rings,18,"Everything Tampa Bay Buccaneers, Carolina Panthers, Atlanta Falcons, New Orleans Saints",5,
419,"NFC West",nfl-national-football-conference-west,18,"Everything San Fransisco 49ers, Los Angeles Rams, Arizona Cardinals, Seattle Seahawks",12,
18,"NFL - National Football League",nfl-superbowl-rings,17,"Available - every ring from every superbowl.",84,
434,"NFL - Superbowl Championship Rings Complete Team Sets",nfl-superbowl-championship-rings-team-sets,438,"Complete sets from National Football League teams with multiple Super Bowl wins",24,
26,"NHL - National Hockey League",nhl-rings,17,"All stanley cup championship rings from ever year",115,
437,"NHL - Stanley Cup Championship Rings Complete Team Sets",nhl-stanley-cup-championship-rings-team-sets,438,"Complete sets from National Hockey Leaguel teams with multiple Stanley Cup Series wins",17,
415,"NL Central Division",mlb-national-league-central-division,25,"Everything Chicago Cubs, Cincinnati Reds, Milwaukee Brewers, Pittsburgh Pirates, St Louis Cardinals",26,
416,"NL East Division",mlb-national-league-east-division,25,"Everything Atlanta Braves, Florida Marlins, New York Mets, Philadelphia Phillies, Washington Nationals",17,
414,"NL West Division",mlb-national-league-west-division,25,"Everything Arizona Diamondbacks, Colorado Rockies, Los Angeles Dodgers, San Diego Padres, San Fransisco Giants",19,
500,"Oakland A's",oakland-as-mlb-team,411,A's,10,
119,"Oakland Athletics (MLB)",oakland-athletics,23,"Oakland Athletics and other merchandise",11,
262,"Oakland Pro Teams",oakland-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in Oakland.",14,
264,"Oklahoma City Pro Teams",oklahoma-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in Oklahoma City.",1,
568,"Oklahoma City Thunder",oklahoma-city-thunder-nba-team,427,Thunder,1,
140,"Oklahoma City Thunder (NBA)",oklahoma-city-thunder,23,"Oklahoma City Thunder rings and other merchandise",1,
559,"Orlando Magic",orlando-magic-nba-team,426,Magic,0,
121,"Orlando Magic (NBA)",orlando-magic,23,"Orlando Magic rings and other merchandise",0,
259,"Orlando Pro Teams",orlando-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in Orlando.",0,
254,"Ottawa Pro Teams",ottawa-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in Ottawa",1,
523,"Ottawa Senators",ottawa-senators-nhl-team,430,Senators,1,
122,"Ottawa Senators (NHL)",ottawa-senators,23,"Ottawa Senators rings and other merchandise",1,
238,"Patrick Mahomes (NFL)",patrick-mahomes-superbowl-championship-rings,29,"Own 1 or all 3 of Patrick Mahomes’s Superbowl Championship Rings with the Kansas City Chiefs",5,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8555.jpeg
308,"Pedro Martinez (MLB)",pedro-martinez-world-series-championship-rings,29,"Own Pedro Martinez World Series championship Ring with the Boston Red Sox",2,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8556.jpeg
235,"Peyton Manning (NFL)",peyton-manning-superbowl-championship-rings,29,"Own 1 or both of Peyton Mannings’s Superbowl Championship Rings with the Indianopolis Colts and Denver Broncos",5,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8557.jpeg
551,"Philadelphia 76ers",philadelphia-76ers-nba-team,424,76ers,4,
123,"Philadelphia 76ers (NBA)",philadelphia-76ers,23,"Philadelphia 76ers rings and other merchandise",4,
472,"Philadelphia Eagles",philadelphia-eagles-nfl-team,418,Eagles,3,
124,"Philadelphia Eagles (NFL)",philadelphia-eagles,23,"Philadelphia Eagles rings and other merchandise",3,
532,"Philadelphia Flyers",philadelphia-flyers-nhl-team,431,Flyers,3,
125,"Philadelphia Flyers (NHL)",philadelphia-flyers,23,"Philadelphia Flyers rings and other merchandise",3,
509,"Philadelphia Phillies",philadelphia-phillies-mlb-team,416,Phillies,3,
126,"Philadelphia Phillies (MLB)",philadelphia-phillies,23,"Philadelphia Phillies rings and other merchandise",3,
172,"Philadelphia Pro Teams",philadelphia-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in Philadelphia.",13,
127,"Phoenix Coyotes (NHL)",phoenix-coyotes,23,"Phoenix Coyotes rings and other merchandise",0,
180,"Phoenix Pro Teams",phoeniz-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in Phoenix.",1,
572,"Phoenix Suns",phoenix-suns-nba-team,428,Suns,0,
128,"Phoenix Suns (NBA)",phoenix-suns,23,"Phoenix Suns rings and other merchandise",0,
525,"Pittsburgh Penguins",pittsburgh-penguins-nhl-team,431,Penguins,7,
129,"Pittsburgh Penguins (NHL)",pittsburgh-penguins,23,"Pittsburgh Penguins rings and other merchandise",7,
506,"Pittsburgh Pirates",pittsburgh-pirates-mlb-team,415,Pirates,5,
130,"Pittsburgh Pirates (MLB)",pittsburgh-pirates,23,"Pittsburgh Pirates rings and other merchandise",5,
175,"Pittsburgh Pro Teams",pittsburgh-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in Pittsburgh.",21,
468,"Pittsburgh Steelers",pittsburgh-steelers-nfl-team,420,Steelers,9,
131,"Pittsburgh Steelers (NFL)",pittsburgh-steelers,23,"Pittsburgh Steelers rings and other merchandise",8,
250,"Portland Pro Teams",portland-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in Portland.",1,
566,"Portland Trail Blazers",portland-trailblazers-nba-team,427,"Trail Blazers",1,
132,"Portland Trail Blazers (NBA)",portland-trail-blazers,23,"Portland Trail Blazers rings and other merchandise",1,
383,"Randy Johnson (MLB)",randy-johnson-world-series-championship-rings,29,"Own Randy Johnson’s World Series Championship Ring with the Arizona Diamondbacks",1,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8556.jpeg
385,"Rickey Henderson (MLB)",rickey-henderson-world-series-championship-rings,29,"Own 1 or both of Rickey Henderson’s World Series Championship Rings with the Oakland A's and Toronto Blue Jays",3,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8559.jpeg
306,"Roger Clemens (MLB)",roger-clemens-world-series-championship-ring,29,"Own 1 or both of  Roger Clemen's championship ring, playing with the New York Yankees,. ",2,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8560.jpeg
443,"Roger Staubach (NFL)",roger-staubach-superbowl-championship-rings,29,"Own 1 or both of Roger Staubach's Superbowl Championship Ring with the Dallas Cowboys",3,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8561.jpeg
570,"Sacramento Kings",sacramento-kings-nba-team,428,Kings,1,
134,"Sacramento Kings (NBA)",sacramento-kings,23,"Sacramenton Kings rings and other merchandise",1,
253,"Sacramento Pro Teams",sacramento-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in Sacramento.",1,
257,"San Antonio Pro Teams",san-antonio-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in San Antonio.",8,
578,"San Antonio Spurs",san-antonio-spurs-nba-team,429,Spurs,8,
135,"San Antonio Spurs (NBA)",san-antonio-spurs,23,"San Antonio Spurs rings and other merchandise",8,
513,"San Diego Padres",san-diego-padres-mlb-team,414,Padres,0,
136,"San Diego Padres (MLB)",san-diego-padres,23,"San Diego Padres rings and other merchandise",0,
246,"San Diego Pro Teams",san-diego-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in San Diego.",0,
486,"San Fransisco 49ers",san-fransisco-49ers-nfl-team,419,49ers,7,
137,"San Fransisco 49ers (NFL)",san-fransisco-49ers,23,"San Fransisco 49ers rings and other merchandise",7,
516,"San Fransisco Giants",san-fransisco-mlb-team,414,Giants,9,
141,"San Fransisco Giants (MLB)",san-fransisco-giants,23,"San Fransisco Giants rings and other merchandise",9,
168,"San Fransisco Pro Teams",san-fransisco-pro-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in San Fransisco. ",24,
260,"San Jose Pro Teams",san-jose-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in San Jose.",0,
543,"San Jose Sharks",san-jos-sharks-nhl-team,433,Sharks,0,
143,"San Jose Sharks (NHL)",san-jose-sharks,23,"San Jose Sharks rings and other merchandise",0,
400,"Scottie Pippen (NBA)",scottie-pippen-nba-finals-championship-rings,29,"Own 1 or all 6 of Scottie Pippen's NBA Finals Championship Rings with the Chicago Bulls",7,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8562.jpeg
542,"Seattle Kraken",seattle-kraken-nhl-team,433,Kraken,0,
147,"Seattle Kraken (NHL)",seattle-kraken,23,"Seattle Kraken rings and other merchandise",0,
501,"Seattle Mariners",seattle-mariners-mlb-team,411,Mariners,0,
144,"Seattle Mariners (MLB)",seattle-mariners,23,"Seattle Mariners rings and other merchandise",0,
174,"Seattle Pro Teams",seattle-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in Seattle.",3,
485,"Seattle Seahawks",seattle-seahawks-nfl-team,419,Seahawks,2,
145,"Seattle Seahawks (NFL)",seattle-seahawks,23,"Seattle Seahawks rings and other merchandise",2,
146,"Seattle Supersonics (NBA)",seattle-supersonics,23,"Seattle Supersonics rings and other merchandise",1,
237,"Shaq O'Neal (NBA)",shaq-nba-finals-championship-rings,29,"Own 1 or all 4 of Shaq’s NBA Finals Championship Rings with the Los Angeles Lakers and Miami Heat",8,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8563.jpeg
239,"Sidney Crosby (NHL)",sidney-crosby-stanley-cup-championship-rings,29,"Own 1 or all 3 of Sidney Crosby's Stanley Cup Championship Rings with the Pittsburgh Penguins",5,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8564.jpeg
579,"Special Release Champion Players Rings",special-release-players-rings,0,"Special release non championship rings from the NBA, MLB, NFL &amp; NHL released for legendary achievements by the biggest LEGENDS of the game,  including;
Hall of Fame Inductions
Championships Won
Winning Multipul MVP Awards
Years of Service
Player Tribute Rings",12,
539,"St Louis Blues",st-louis-blues-nhl-team,432,Blues,1,
148,"St Louis Blues (NHL)",st-louis-blues,23,"St Louis Blues rings and other merchandise",0,
505,"St Louis Cardinals",st-louis-cardinals-mlb-team,415,Cardinals,11,
149,"St Louis Cardinals (MLB)",st-louis-cardinals,23,"St Louis Cardinals rings and other merchandise",11,
243,"St Louis Pro Teams",st-louis-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in St Louis.",12,
28,"Stanley Cup Championship Rings",nhl-stanley-cup-championship-rings,473,"Every nhl national hockey league championship rings from every team",99,
41,"Steph Curry (NBA)",steph-curry-nba-finals-championship-rings,29,"Own 1 or all 4 of Steph Curry NBA Finals Championship Rings with the Golden State Warriors",6,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8565.jpeg
273,"Steve Bartman (MLB)",steve-bartman-world-series-championship-ring,29,"Own Steve Bartman’s World Series Championship Rings with the Chicago Cubs",2,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8566.jpeg
405,"Steve Young (NFL)",steve-young-superbowl-championship-rings,29,"Own 1 or both of Steve Young's Superbowl Championship Rings with the San Fransisco 49ers",3,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8567.jpeg
21,"Super Bowl Championship Rings",nfl-superbowl-championship-rings,473,"Every Superbowl Championship ring from every team",61,
482,"Tampa Bay Buccaneers",tampa-bay-buccaneers-nfl-team,478,Buccaneers,4,
150,"Tampa Bay Buccaneers (NFL)",tampa-bay-buccaneers,23,"Tampa Bay Buccaneers rings and other merchandise",4,
522,"Tampa Bay Lightning",tampa-bay-lightning-nhl-team,430,Lightning,4,
152,"Tampa Bay Lightning (NHL)",tampa-bay-lightning,23,"Tampa Bay Lightning rings and other merchandise",4,
241,"Tampa Bay Pro Teams",tampa-bay-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in Tampa Bay.",8,
494,"Tampa Bay Rays",tampa-bay-rays-mlb-team,413,Rays,1,
151,"Tampa Bay Rays (MLB)",tampa-bay-rays,23,"Tampa Bay Rays rings and other merchandise",0,
23,Teams,all-teams-nfl-nba-mlb-nhl,0,"Every Team In all pro Leagues",451,
455,"Tennessee Titans",tennessee-titans-nfl-team,421,Tennessee,0,
153,"Tennessee Titans (NFL)",tennessee-titans,23,"Tennessee Titans rings and other merchandise",0,
295,"Terry Bradshaw (NFL)",terry-bradshaw-superbowl-championship-rings,29,"Own 1 or all 4 of Terry Bradshaw’s Superbowl Championship Rings with the Pittsburgh Steelers",6,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8568.jpeg
498,"Texas Rangers",texas-rangers-mlb-team,411,Rangers,2,
301,"Texas Rangers (MLB)",texas-rangers,23,"Texas Rangers rings and other merchandise",1,
236,"Tim Duncan (NBA)",tim-duncan-nba-finals-championship-rings,29,"Own 1 or all 5 of Time Duncan’s NBA Finals Championship Rings with the San Antonio Spurs",8,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8569.jpeg
30,"Tom Brady (NFL)",tom-brady-superbowl-championship-rings,29,"Own 1 or all 7 of Tom Bradys Superbowl Championship Rings with the New England Patriots and Tampa Bay Buccaneers",10,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8570.jpeg
495,"Toronto Blue Jays",toronto-blue-jays-mlb-team,413,"Blue Jays",3,
154,"Toronto Blue Jays (MLB)",toronto-blue-jays,23,"Toronto Blue Jays rings and other merchandise",3,
521,"Toronto Maple Leafs",toronto-maple-leafs-nhl-team,430,"Maple Leafs",13,
155,"Toronto Maple Leafs (NHL)",toronto-maple-leafs,23,"Toronto Maple Leaves rings and other merchandise",12,
181,"Toronto Pro Teams",toronto-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in Toronto.",16,
553,"Toronto Raptors",toronto-raptors-nba-team,424,Raptors,1,
156,"Toronto Raptors (NBA)",toronto-raptors,23,"Toronto Raptors rings and other merchandise",1,
370,"Troy Aikman (NFL)",troy-aikman-superbowl-championship-rings,29,"Own 1 or all 3 of Troy Aikman's Superbowl Championship Rings with the Dallas Cowboys",5,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8572.jpeg
565,"Utah Jazz",utah-jazz-nba-team,427,Jazz,0,
157,"Utah Jazz (NBA)",utah-jazz,23,"Utah Jazz rings and other merchandise",0,
534,"Utah Mammoth",utah-mammoth-nhl-team,432,Mammoth,0,
158,"Utah Mammoth (NHL)",utah-mammoth,23,"Utah Mammoth rings and other merchandise",0,
242,"Utah Pro Teams",salt-lake-city-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in Utah.",0,
546,"Vancouver Canucks",vancouver-canucks-nhl-team,433,Canucks,0,
159,"Vancouver Canucks (NHL)",vancouver-canucks,23,"Vancouver Canucks rings and other merchandise",0,
251,"Vancouver Pro Teams",vancouver-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in Vancouver.",0,
160,"Washington Bullets (NBA)",washington-bullets,23,"Washington Bullets rings and other merchandise",1,
526,"Washington Capitals",washington-capitals-nhl-team,431,Capitals,1,
161,"Washington Capitals (NHL)",washington-capitals,23,"Washington Capitals rings and other merchandise",1,
470,"Washington Commanders (Redskins)",washington-commanders-nfl-team,418,redskins,4,
508,"Washington Nationals",washington-nationals-mlb-team,416,Nationals,2,
300,"Washington Nationals (MLB)",washington-nationals-mlb,23,"Washington Nationals rings and other merchandise",2,
182,"Washington Pro Teams",washington-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in Washington DC.",8,
162,"Washington Redskins/Commanders (NFL)",washington-commanders,23,"Washington Commanders rings and other merchandise",4,
562,"Washington Wizards",washington-wizards-nba-team,426,Wizards,1,
163,"Washington Wizards (NBA)",washington-wizards,23,"Washington Wizards rings and other merchandise",0,
32,"Wayne Gretzsky (NHL)",wayne-gretzsky-stanley-cup-championship-rings,29,"Own 1 or all 4 of Wayne Gretzsky's Stanley Cup Championship Rings with the Edmonton Oilers",6,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8505.jpeg
432,"WC Central",nhl-western-conference-central,26,"Everything Minnesota Wild, Dallas Stars, Chicago Blackhawks, Nashville Predators, Utah Mammoth, Winnipeg Jets, St Louis Blues, Colorado Avalanche",13,
427,"WC Northwest",nba-western-conference-northwest,24,"Everything Denver Nuggets, Oklahoma City Thunder, Minnesota Timberwolves, Portland Trailblazers, Utah Jazz",3,
428,"WC Pacific",nba-western-conference-pacific,24,"Everything Los Angeles Lakers, Phoenix Suns, Los Angeles Clippers, Sacramento Kings, Golden State Warriors",36,
433,"WC Pacific",nhl-western-conference-pacific,26,"Everything Calgary Flames, Edmonton Oilers, Anaheim Ducks, Vancouver Canucks, Las Vegas Golden Knights, Los Angeles Kings, Seattle Kraken, San Jose Sharks",13,
429,"WC Southwest",nba-western-conference-southwest,24,"Everything San Antonio Spurs, Houston Rockets, Dallas Mavericks, Memphis Grizzlies, New Orleans Pelicans",14,
382,"Willie Mays (MLB)",willie-mays-world-series-championship-rings,29,"Own Willie Mays’s World Series Championship Rings with New York Giants",1,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8573.jpeg
398,"Wilt Chamberlain (NBA)",wilt-chamberlain-nba-finals-championship-rings,29,"Own 1 or both of Wilt Chamberlain’s NBA Finals Championship Rings with the Los Angeles Lakers",2,https://youbethechamp.com.au/wp-content/uploads/2026/02/IMG_8574.jpeg
537,"Winnipeg Jets",winnipeg-jets-nhl-team,432,Jets,0,
164,"Winnipeg Jets (NHL)",winnipeg-jets,23,"Winnipeg Jets rings and other merchandise",0,
270,"Winnipeg Pro Teams",winnipeg-professional-sports-teams,82,"Championship rings from all the pro teams from NFL, NBA, MLB, NHL in Winnipeg.",0,
22,"World Series Championship Rings",mlb-world-series-championship-rings,473,"Every major league baseball world series ring from every team",119,
82,"Your City",each-city-set-of-championship-rings,0,"Your home team? We have package deals so you can get your cities rings from the NFL, NBA, MLB &amp; NHL",452,
371,"Your Year Gift Box",year-gift-box-nfl-nba-mlb-nhl,0,"Celebrate a special year; sentimental to your husband, wife, child, parent, friend or any sports lover. Our yearly gift box sets celebrate a particular year. Featuring an equisite gift box with the Champions from the NFL, NBA, MLB and NHL and a feature year in review.

An absolute must gift box for any sports lover.",60,
